Proteome Id	Organism	Organism Id	Protein count	BUSCO	CPD	Taxonomic lineage
UP000240570	Malvastrum yellow mosaic alphasatellite	377461	1		Unknown	Viruses, Viruses incertae sedis, Alphasatellitidae, Geminialphasatellitinae, Colecusatellite, Colecusatellite malvastri
UP000240584	Tomato yellow leaf curl China virus-To[Y25]	221532	6		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus solanumflavuschinaense, Tomato yellow leaf curl China virus
UP000240616	Chickpea chlorotic dwarf virus	463360	4		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Mastrevirus, Mastrevirus cicerparvi
UP000240625	Tomato yellow spot alphasatellite	2169827	1		Unknown	Viruses, Viruses incertae sedis, Alphasatellitidae, Geminialphasatellitinae, Clecrusatellite, Clecrusatellite solanumflavusmaculaprimi
UP000240656	Synedrella yellow vein clearing virus	1914900	6		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus synedrellae
UP000240671	Bat bocavirus WM40	2259810	4		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Quintoviricetes, Piccovirales, Parvoviridae, Parvovirinae, Bocaparvovirus, Bocaparvovirus chiropteran2
UP000240694	Wuharv (rhesus) parvovirus 1	1245561	2		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Quintoviricetes, Piccovirales, Parvoviridae, Parvovirinae, Protoparvovirus, Protoparvovirus primate2
UP000240733	Banana bunchy top alphasatellite 3	2169723	1		Unknown	Viruses, Viruses incertae sedis, Alphasatellitidae, Petromoalphasatellitinae, Muscarsatellite, Muscarsatellite haikoumusa
UP000240746	Tuberose mild mottle virus	244050	1		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Stelpaviricetes, Patatavirales, Potyviridae, Potyvirus, Potyvirus polianthismaculae
UP000240751	Tomato leaf curl Diana virus	439426	6		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus solanumdianaense
UP000240782	Nanovirus-like particle	96892	1		Unknown	Viruses, Viruses incertae sedis, Alphasatellitidae, Geminialphasatellitinae, Colecusatellite, Colecusatellite gossypiaegyptense
UP000240790	Miniopterus schreibersii bat bocavirus	1911554	5		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Quintoviricetes, Piccovirales, Parvoviridae, Parvovirinae, Bocaparvovirus, Bocaparvovirus chiropteran4
UP000240812	Euphorbia yellow leaf curl virus	1578825	6		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus euphorbiaflavi
UP000240817	Antarctic penguin virus B	2006073	6		Unknown	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Paramyxoviridae, Avulavirinae, Orthoavulavirus, Orthoavulavirus kopaiticense, Avian orthoavulavirus 18
UP000240834	Sophora alopecuroides yellow stunt alphasatellite 7a	1980168	1		Unknown	Viruses, Viruses incertae sedis, Alphasatellitidae, Nanoalphasatellitinae, Sophoyesatellite, Sophoyesatellite sophira
UP000240837	Pavonia mosaic virus	1772258	7		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus pavoniae
UP000240839	avian paramyxovirus 16	2560322	6		Unknown	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Paramyxoviridae, Avulavirinae, Orthoavulavirus, Orthoavulavirus upoense
UP000240863	Papaya leaf curl China virus GX4	631718	6		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus caricachinaense, Papaya leaf curl China virus
UP000240882	Sophora alopecuroides yellow stunt alphasatellite 8	1980173	1		Unknown	Viruses, Viruses incertae sedis, Alphasatellitidae, Nanoalphasatellitinae, Clostunsatellite, Clostunsatellite sophokerman, Sophora yellow stunt alphasatellite 5
UP000240911	Sophora alopecuroides yellow stunt alphasatellite 9	1980174	1		Unknown	Viruses, Viruses incertae sedis, Alphasatellitidae, Nanoalphasatellitinae, Clostunsatellite, Clostunsatellite sophorae, Sophora yellow stunt alphasatellite 4
UP000240913	Sida golden mosaic Brazil virus	2080282	5		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus sidaureibrazilense
UP000240950	Tobacco leaf rugose virus	196691	5		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus nicotianarugosi
UP000240952	Bat bocavirus XM30	2259811	4		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Quintoviricetes, Piccovirales, Parvoviridae, Parvovirinae, Bocaparvovirus, Bocaparvovirus chiropteran3
UP000240995	Sophora alopecuroides yellow stunt alphasatellite 1a	1980161	1		Unknown	Viruses, Viruses incertae sedis, Alphasatellitidae, Nanoalphasatellitinae, Subclovsatellite, Subclovsatellite bitbea
UP000240999	Tomato yellow leaf curl Yunnan alphasatellite	2169846	1		Unknown	Viruses, Viruses incertae sedis, Alphasatellitidae, Geminialphasatellitinae, Colecusatellite, Colecusatellite solanumflavusyunnanense
UP000241004	Cervus elaphus papillomavirus 2	1747359	6		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Zurhausenvirales, unclassified Zurhausenvirales, Papillomaviridae, Firstpapillomavirinae, Xipapillomavirus, Xipapillomavirus 5
UP000241055	Gossypium darwinii symptomless alphasatellite	656025	1		Unknown	Viruses, Viruses incertae sedis, Alphasatellitidae, Geminialphasatellitinae, Colecusatellite, Colecusatellite gossypiumdarwinii
UP000241080	Antarctic penguin virus C	2006074	6		Unknown	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Paramyxoviridae, Avulavirinae, Orthoavulavirus, Orthoavulavirus oneillense, Avian orthoavulavirus 19
UP000241081	Corchorus golden mosaic virus	390436	7		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus corchori
UP000241117	Giraffa camelopardalis papillomavirus 1	1922325	8		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Zurhausenvirales, unclassified Zurhausenvirales, Papillomaviridae, Firstpapillomavirinae, Deltapapillomavirus, Deltapapillomavirus 7
UP000241139	Eupatorium yellow vein virus-[MNS2]	223276	6		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus eupatorii, Eupatorium yellow vein virus
UP000241169	Chickpea chlorotic dwarf virus	463360	4		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Mastrevirus, Mastrevirus cicerparvi
UP000241171	Jatropha leaf curl Gujarat virus	2169734	6		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus jatrophagujaratense
UP000241177	Bendhi Yellow Vein Mosaic/Mesta Yellow Vein Mosaic alphasatellite	713090	1		Unknown	Viruses, Viruses incertae sedis, Alphasatellitidae, Geminialphasatellitinae, Colecusatellite, Colecusatellite abelmoschusvenae
UP000241198	Tomato chlorotic mottle Guyane virus	1701549	7		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus solanumpallidiguyanense
UP000241234	Jacquemontia yellow mosaic virus	1490227	7		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus jacquemontiamusivi
UP000241242	Nanovirus-like particle	96892	1		Unknown	Viruses, Viruses incertae sedis, Alphasatellitidae, Geminialphasatellitinae, Colecusatellite, Colecusatellite gossypiaegyptense
UP000241245	Antarctic penguin virus A	2006072	6		Unknown	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Paramyxoviridae, Avulavirinae, Orthoavulavirus, Orthoavulavirus borisense, Avian orthoavulavirus 17
UP000241246	Cotton leaf curl Multan virus-[Faisalabad3]	223256	6		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus gossypimultanense, Cotton leaf curl Multan virus
UP000241273	Sida bright yellow mosaic virus	1949196	7		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus sidaflavi
UP000241281	Tobacco curly shoot alphasatellite	926844	1		Unknown	Viruses, Viruses incertae sedis, Alphasatellitidae, Geminialphasatellitinae, Colecusatellite, Colecusatellite nicotianae
UP000241283	Common bean mottle virus	1915202	7		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus phaseovulgaris
UP000241325	Tobacco mottle leaf curl virus	530536	5		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus nicotianavariati
UP000241363	Euphorbia leaf curl Guangxi virus	412688	6		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus euphorbiaguangxiense
UP000241382	Tomato latent virus	1608257	6		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus solanumlatentis
UP000241409	Sri Lankan cassava mosaic virus - [Ker20]	475454	6		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus stanleyi, Sri Lankan cassava mosaic virus
UP000241420	Eastern chimpanzee simian foamy virus	2170195	5		Unknown	Viruses, Riboviria, Pararnavirae, Artverviricota, Revtraviricetes, Ortervirales, Retroviridae, Spumaretrovirinae, Simiispumavirus, Simiispumavirus pantrosch
UP000241458	Shanbavirus A	2170191	1		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Picornaviridae, Paavivirinae, Shanbavirus, Shanbavirus aminfuli
UP000241483	Eupatorium yellow vein virus-[SOJ3]	335404	6		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus kokenae, Eupatorium yellow vein mosaic virus
UP000241498	Papaya leaf curl China virus - [G10]	269110	6		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus caricachinaense, Papaya leaf curl China virus
UP000241525	Sugarcane striate virus	1868659	4		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Mastrevirus, Mastrevirus saccharumstriati
UP000241555	Tomato yellow leaf curl China alphasatellite	240557	1		Unknown	Viruses, Viruses incertae sedis, Alphasatellitidae, Geminialphasatellitinae, Colecusatellite, Colecusatellite solanumflavuschinaense
UP000241576	Tellina virus 1	321302	2		Unknown	Viruses, Riboviria, Orthornavirae, Orthornavirae incertae sedis, Birnaviridae, Telnavirus, Telnavirus tellinae
UP000241638	Gossypium mustelinum symptomless alphasatellite	2169907	1		Unknown	Viruses, Viruses incertae sedis, Alphasatellitidae, Geminialphasatellitinae, Gosmusatellite, Gosmusatellite gossypiummustelini
UP000241661	Tomato leaf curl Cameroon alphasatellite [CM:OMHD3:Ok:09]	743041	1		Unknown	Viruses, Viruses incertae sedis, Alphasatellitidae, Geminialphasatellitinae, Colecusatellite, Colecusatellite solanumcameroonense, Tomato leaf curl Cameroon alphasatellite
UP000241676	Pea necrotic yellow dwarf alphasatellite 1	1441797	1		Unknown	Viruses, Viruses incertae sedis, Alphasatellitidae, Nanoalphasatellitinae, Mivedwarsatellite, Mivedwarsatellite erbse
UP000241692	Pea necrotic yellow dwarf alphasatellite 3	1441798	1		Unknown	Viruses, Viruses incertae sedis, Alphasatellitidae, Nanoalphasatellitinae, Clostunsatellite, Clostunsatellite pisi
UP000241720	Malachra yellow mosaic virus	2202146	6		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus gossypibarasatense
UP000241744	Tomato leaf curl Namakely virus	439421	6		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus solanumnamakelyense
UP000241755	Prunus virus F	1855510	2		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Secoviridae, Comovirinae, Fabavirus, Fabavirus pruni
UP000241756	Wheat dwarf virus	10834	4		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Mastrevirus, Mastrevirus hordei
UP000241817	Tomato leaf curl Cameroon alphasatellite [CM:TOS2D1:To:09]	743042	1		Unknown	Viruses, Viruses incertae sedis, Alphasatellitidae, Geminialphasatellitinae, Colecusatellite, Colecusatellite solanumbueaense
UP000241828	Nanovirus-like particle	96892	1		Unknown	Viruses, Viruses incertae sedis, Alphasatellitidae, Geminialphasatellitinae, Colecusatellite, Colecusatellite gossypiaegyptense
UP000241837	Dragonfly-associated mastrevirus	1249648	4		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Mastrevirus, Mastrevirus erythrodiplaxis
UP000241843	Okra yellow crinkle Cameroon alphasatellite [CM:Lys1sp3:09]	743027	1		Unknown	Viruses, Viruses incertae sedis, Alphasatellitidae, Geminialphasatellitinae, Gosmusatellite, Gosmusatellite abelmoschuscameroonense, Okra yellow crinkle Cameroon alphasatellite
UP000241845	Cnidoscolus mosaic leaf deformation virus	1747500	7		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus cnidoscoli
UP000241852	Sida leaf curl alphasatellite	2169843	1		Unknown	Viruses, Viruses incertae sedis, Alphasatellitidae, Geminialphasatellitinae, Colecusatellite, unclassified Colecusatellite
UP000241855	Pudu puda papillomavirus 1	1747360	6		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Zurhausenvirales, unclassified Zurhausenvirales, Papillomaviridae, Firstpapillomavirinae, Dyokappapapillomavirus, Dyokappapapillomavirus 5
UP000241928	Papaya leaf curl China virus - [G30]	269112	6		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus caricachinaense, Papaya leaf curl China virus
UP000242011	Sida micrantha mosaic virus	228897	7		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus sidamicranthae
UP000242035	Hollyhock yellow vein virus associated symptomless alphasatellite	944996	1		Unknown	Viruses, Viruses incertae sedis, Alphasatellitidae, Geminialphasatellitinae, Gosmusatellite, Gosmusatellite alceae
UP000242189	Phaseolus vulgaris alphaendornavirus 2	1188793	1		Unknown	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Endornaviridae, Alphaendornavirus, Alphaendornavirus fuphaseoli
UP000242223	Avian sarcoma virus PR2257/16	385048	1		Unknown	Viruses, Riboviria, Pararnavirae, Artverviricota, Revtraviricetes, Ortervirales, Retroviridae, Orthoretrovirinae, Alpharetrovirus, Alpharetrovirus aviY73sar, Y73 avian sarcoma virus, Avian sarcoma virus (strain PR2257)
UP000242235	Maize streak virus	10821	3		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Mastrevirus, Mastrevirus storeyi
UP000242301	Candidatus Providencia siddallii	1715285	621	C:78.4%[S:78.2%,D:0.2%],F:1.1%,M:20.5%,n:440	Outlier (low value)	cellular organisms, Bacteria, Pseudomonadati, Pseudomonadota, Gammaproteobacteria, Enterobacterales, Morganellaceae, Providencia
UP000242342	East African cassava mosaic Malawi virus-Malawi[K]	223265	3		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus manihotismalawiense, East African cassava mosaic Malawi virus
UP000242378	Tomato leaf curl Namakely virus	439421	3		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus solanumnamakelyense
UP000242463	Maize streak virus	10821	3		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Mastrevirus, Mastrevirus storeyi
UP000242484	Macroptilium yellow mosaic virus-[Cuba]	223285	4		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus macroptilii, Macroptilium yellow mosaic virus
UP000242548	Leonurus mosaic virus	58177	3		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus leonuri
UP000242725	Eidolon helvum papillomavirus 1	1163701	6		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Zurhausenvirales, unclassified Zurhausenvirales, Papillomaviridae, Firstpapillomavirinae, Dyoupsilonpapillomavirus, Dyoupsilonpapillomavirus 1
UP000242726	red panda amdoparvovirus	2848054	2		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Quintoviricetes, Piccovirales, Parvoviridae, Parvovirinae, Amdoparvovirus, Amdoparvovirus carnivoran5
UP000242746	Blackberry virus S	670883	1		Unknown	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Tymovirales, Tymoviridae, Marafivirus, Marafivirus rubi
UP000242753	Candidatus Westeberhardia cardiocondylae	1594731	372	C:64.3%[S:64.3%,D:0.0%],F:1.1%,M:34.5%,n:440	Unknown	cellular organisms, Bacteria, Pseudomonadati, Pseudomonadota, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Enterobacteriaceae incertae sedis, ant, tsetse, mealybug, aphid, etc. endosymbionts, ant endosymbionts, Candidatus Westeberhardia
UP000242798	Herpesvirus ateles (Herpesvirus ateles)	10380	1		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Orthoherpesviridae, Gammaherpesvirinae, Rhadinovirus, Rhadinovirus atelinegamma2
UP000242844	Dicliptera yellow mottle virus	94700	4		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus diclipteracubaense
UP000242924	Cotton leaf crumple virus	77647	4		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus gossypii
UP000242950	Helenium virus S (HelVS)	12171	2		Unknown	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Tymovirales, Betaflexiviridae, Quinvirinae, Carlavirus, Carlavirus sigmahelenii
UP000242973	Botrytis cinerea betaendornavirus 1	2169747	1		Unknown	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Endornaviridae, Betaendornavirus, Betaendornavirus botrytidis
