order	domain	upid	taxid	organism	busco_C	cpd	protein_count	n_candidates	gene2acc_url
Tepidisphaerales	Bacteria	UP000593765	2807512	Humisphaera borealis	84.2	Unknown	5254	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000593765/UP000593765_2807512.gene2acc.gz
Terriglobales	Bacteria	UP000535182	3069689	Tunturiibacter gelidiferens	99.8	Unknown	5482	34	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000535182/UP000535182_3069689.gene2acc.gz
Terrimicrobiales	Bacteria	UP000076023	690879	Terrimicrobium sacchariphilum	98.9	Unknown	4168	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000076023/UP000076023_690879.gene2acc.gz
Thermales	Bacteria	UP000265715	1408545	Calidithermus terrae	91.1	Unknown	4065	26	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000265715/UP000265715_1408545.gene2acc.gz
Thermoanaerobacterales	Bacteria	UP001223886	694059	Thermoanaerobacter pentosaceus	100.0	Unknown	2602	29	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP001223886/UP001223886_694059.gene2acc.gz
Thermoanaerobaculales	Bacteria	UP000027284	1312852	Thermoanaerobaculum aquaticum	78.7	Unknown	2252	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000027284/UP000027284_1312852.gene2acc.gz
Thermodesulfobacteriales	Bacteria	UP000006793	667014	Thermodesulfatator indicus (strain DSM 15286 / JCM 11887 / CIR29812)	96.0	Unknown	2184	8	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000006793/UP000006793_667014.gene2acc.gz
Thermodesulfobiales	Bacteria	UP000011765	747365	Thermodesulfobium narugense DSM 14796	91.9	Unknown	1797	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000011765/UP000011765_747365.gene2acc.gz
Thermodesulfovibrionales	Bacteria	UP000516360	2715679	Dissulfurispira thermophila	98.4	Unknown	2379	7	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000516360/UP000516360_2715679.gene2acc.gz
Thermoflexales	Bacteria	UP000197025	877466	Thermoflexus hugenholtzii JAD2	95.9	Unknown	2944	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000197025/UP000197025_877466.gene2acc.gz
Thermogemmatisporales	Bacteria	UP000334820	2045279	Thermogemmatispora aurantia	94.8	Unknown	3832	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000334820/UP000334820_2045279.gene2acc.gz
Thermoleophilales	Bacteria	UP000222056	29539	Thermoleophilum album	65.7	Unknown	2060	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000222056/UP000222056_29539.gene2acc.gz
Thermomicrobiales	Bacteria	UP001165306	2951981	Thermalbibacter longus	94.4	Unknown	3226	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP001165306/UP001165306_2951981.gene2acc.gz
Thermosediminibacterales	Bacteria	UP000322294	291989	Thermosediminibacter litoriperuensis	95.1	Unknown	2370	8	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000322294/UP000322294_291989.gene2acc.gz
Thermostichales	Bacteria	UP000830835	2813851	Thermostichus vulcanus str. 'Rupite'	94.3	Unknown	3360	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000830835/UP000830835_2813851.gene2acc.gz
Thermosulfidibacterales	Bacteria	UP000063234	1298851	Thermosulfidibacter takaii (strain DSM 17441 / JCM 13301 / NBRC 103674 / ABI70S6)	98.4	Unknown	1756	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000063234/UP000063234_1298851.gene2acc.gz
Thermotogales	Bacteria	UP000002415	381764	Fervidobacterium nodosum (strain ATCC 35602 / DSM 5306 / Rt17-B1)	99.7	Unknown	1725	20	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000002415/UP000002415_381764.gene2acc.gz
Thermotomaculales	Bacteria	UP000595564	981385	Thermotomaculum hydrothermale	65.6	Unknown	2006	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000595564/UP000595564_981385.gene2acc.gz
Thiohalobacterales	Bacteria	UP000218765	585455	Thiohalobacter thiocyanaticus	98.9	Unknown	3024	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000218765/UP000218765_585455.gene2acc.gz
Thiohalomonadales	Bacteria	UP000199648	415747	Thiohalomonas denitrificans	99.2	Unknown	3255	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000199648/UP000199648_415747.gene2acc.gz
Thiohalorhabdales	Bacteria	UP000183104	381306	Thiohalorhabdus denitrificans	90.2	Unknown	2692	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000183104/UP000183104_381306.gene2acc.gz
Thiohalospirales	Bacteria	UP000198611	1123397	Thiohalospira halophila DSM 15071	98.9	Unknown	2641	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000198611/UP000198611_1123397.gene2acc.gz
Thiotrichales	Bacteria	UP001222275	2949997	Thiomicrorhabdus lithotrophica	100.0	Unknown	2274	73	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP001222275/UP001222275_2949997.gene2acc.gz
Tichowtungiales	Bacteria	UP000464954	2697043	Tichowtungia aerotolerans	86.3	Unknown	3062	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000464954/UP000464954_2697043.gene2acc.gz
Tissierellales	Bacteria	UP000568273	2731255	Peptoniphilus faecalis	100.0	Unknown	2025	72	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000568273/UP000568273_2731255.gene2acc.gz
Treponematales	Bacteria	UP000000503	744872	Gracilinema caldarium (strain ATCC 51460 / DSM 7334 / H1) (Treponema caldarium)	99.7	Unknown	2754	28	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000000503/UP000000503_744872.gene2acc.gz
Trueperales	Bacteria	UP000000379	649638	Truepera radiovictrix (strain DSM 17093 / CIP 108686 / LMG 22925 / RQ-24)	88.7	Unknown	2924	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000000379/UP000000379_649638.gene2acc.gz
Veillonellales	Bacteria	UP000277811	1351585	Lucifera butyrica	98.6	Unknown	5043	38	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000277811/UP000277811_1351585.gene2acc.gz
Verrucomicrobiales	Bacteria	UP001476282	490096	Haloferula sargassicola	99.2	Unknown	4079	38	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP001476282/UP001476282_490096.gene2acc.gz
Vibrionales	Bacteria	UP000067422	669	Vibrio harveyi (Beneckea harveyi)	100.0	Unknown	5430	214	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000067422/UP000067422_669.gene2acc.gz
Vicinamibacterales	Bacteria	UP000076079	1855912	Luteitalea pratensis	87.4	Unknown	6189	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000076079/UP000076079_1855912.gene2acc.gz
Victivallales	Bacteria	UP000435649	2606640	Victivallis lenta	83.9	Unknown	4403	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000435649/UP000435649_2606640.gene2acc.gz
Vulcanimicrobiales	Bacteria	UP001317532	3016050	Vulcanimicrobium alpinum	91.9	Unknown	3495	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP001317532/UP001317532_3016050.gene2acc.gz
Winmispirales	Bacteria	UP001466331	3141764	Rarispira pelagica	98.7	Unknown	2071	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP001466331/UP001466331_3141764.gene2acc.gz
Woeseiales	Bacteria	UP000092695	1548547	Woeseia oceani	98.9	Unknown	3565	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000092695/UP000092695_1548547.gene2acc.gz
Accipitriformes	Eukaryota	UP000472275	223781	Aquila chrysaetos chrysaetos	95.7	Unknown	24817	9	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000472275/UP000472275_223781.gene2acc.gz
Acipenseriformes	Eukaryota	UP001369086	61971	Huso huso (Beluga) (Acipenser huso)	87.9	Unknown	28089	4	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001369086/UP001369086_61971.gene2acc.gz
Acorales	Eukaryota	UP001180020	4465	Acorus calamus (Sweet flag)	81.5	Unknown	45136	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001180020/UP001180020_4465.gene2acc.gz
Acrasida	Eukaryota	UP000816034	51637	Naegleria lovaniensis (Amoeba)	87.8	Unknown	14471	4	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000816034/UP000816034_51637.gene2acc.gz
Acrospermales	Eukaryota	UP000799437	470096	Pseudovirgaria hyperparasitica	93.8	Unknown	11212	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000799437/UP000799437_470096.gene2acc.gz
Actiniaria	Eukaryota	UP000515163	6105	Actinia tenebrosa (Australian red waratah sea anemone)	97.3	Unknown	23843	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000515163/UP000515163_6105.gene2acc.gz
Acytosteliales	Eukaryota	UP000007797	261658	Cavenderia fasciculata (Slime mold) (Dictyostelium fasciculatum)	90.6	Unknown	12152	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000007797/UP000007797_261658.gene2acc.gz
Adinetida	Eukaryota	UP000663832	433720	Adineta steineri	88.5	Unknown	58276	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000663832/UP000663832_433720.gene2acc.gz
Afrosoricida	Eukaryota	UP000504623	185453	Chrysochloris asiatica (Cape golden mole)	97.5	Unknown	24871	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000504623/UP000504623_185453.gene2acc.gz
Agaricales	Eukaryota	UP000217790	47427	Armillaria gallica (Bulbous honey fungus) (Armillaria bulbosa)	99.0	Unknown	25522	93	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000217790/UP000217790_47427.gene2acc.gz
Alaninales	Eukaryota	UP000094236	669874	Pachysolen tannophilus NRRL Y-2460	93.0	Unknown	5645	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000094236/UP000094236_669874.gene2acc.gz
Albuginales	Eukaryota	UP000053237	65357	Albugo candida	98.0	Unknown	13200	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000053237/UP000053237_65357.gene2acc.gz
Albuliformes	Eukaryota	UP000829720	1534307	Albula goreensis	85.7	Unknown	23548	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000829720/UP000829720_1534307.gene2acc.gz
Alismatales	Eukaryota	UP000663760	51605	Spirodela intermedia (Intermediate duckweed)	86.6	Unknown	21675	4	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000663760/UP000663760_51605.gene2acc.gz
Amborellales	Eukaryota	UP000017836	13333	Amborella trichopoda	90.3	Close to standard (low value)	27371	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000017836/UP000017836_13333.gene2acc.gz
Amphioxiformes	Eukaryota	UP000515135	7741	Branchiostoma belcheri (Amphioxus)	98.6	Unknown	31616	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000515135/UP000515135_7741.gene2acc.gz
Amphipoda	Eukaryota	UP000694843	294128	Hyalella azteca (Amphipod)	95.6	Unknown	21129	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000694843/UP000694843_294128.gene2acc.gz
Amphisphaeriales	Eukaryota	UP001390339	335852	Apiospora arundinis	99.2	Unknown	14704	15	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001390339/UP001390339_335852.gene2acc.gz
Amylocorticiales	Eukaryota	UP000053263	944288	Plicaturopsis crispa FD-325 SS-3	9.5	Unknown	2710	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000053263/UP000053263_944288.gene2acc.gz
Anabantiformes	Eukaryota	UP000515150	158456	Betta splendens (Siamese fighting fish)	99.5	Unknown	43456	4	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000515150/UP000515150_158456.gene2acc.gz
Anguilliformes	Eukaryota	UP001152622	118154	Synaphobranchus kaupii (Kaup's arrowtooth eel)	87.9	Unknown	42723	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001152622/UP001152622_118154.gene2acc.gz
Anostraca	Eukaryota	UP001187531	6661	Artemia franciscana (Brine shrimp) (Artemia sanfranciscana)	81.6	Unknown	23911	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001187531/UP001187531_6661.gene2acc.gz
Anseriformes	Eukaryota	UP000504639	219594	Aythya fuligula (Tufted duck) (Anas fuligula)	99.1	Unknown	23986	10	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000504639/UP000504639_219594.gene2acc.gz
Anthoathecata	Eukaryota	UP001652625	6087	Hydra vulgaris (Hydra) (Hydra attenuata)	94.7	Unknown	28723	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001652625/UP001652625_6087.gene2acc.gz
Anura	Eukaryota	UP000186698	8355	Xenopus laevis (African clawed frog)	97.7	Unknown	61914	12	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000186698/UP000186698_8355.gene2acc.gz
Apiales	Eukaryota	UP000077755	79200	Daucus carota subsp. sativus (Carrot)	98.4	Unknown	35531	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000077755/UP000077755_79200.gene2acc.gz
Aplousobranchia	Eukaryota	UP001642483	159417	Clavelina lepadiformis (Light-bulb sea squirt) (Ascidia lepadiformis)	93.2	Unknown	25263	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001642483/UP001642483_159417.gene2acc.gz
Aplysiida	Eukaryota	UP000694888	6500	Aplysia californica (California sea hare)	97.3	Unknown	23268	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000694888/UP000694888_6500.gene2acc.gz
Apodiformes	Eukaryota	UP000054308	9244	Calypte anna (Anna's hummingbird) (Archilochus anna)	80.1	Standard	13267	4	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000054308/UP000054308_9244.gene2acc.gz
Apterygiformes	Eukaryota	UP001652627	2696672	Apteryx mantelli (North Island brown kiwi)	98.8	Unknown	28723	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001652627/UP001652627_2696672.gene2acc.gz
Apusomonadida	Eukaryota	UP000054408	461836	Thecamonas trahens ATCC 50062	81.6	Unknown	10604	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000054408/UP000054408_461836.gene2acc.gz
Aquifoliales	Eukaryota	UP001642360	185542	Ilex paraguariensis (yerba mate)	77.3	Unknown	52268	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001642360/UP001642360_185542.gene2acc.gz
Araneae	Eukaryota	UP001497382	280406	Larinioides sclopetarius	97.2	Unknown	40304	11	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001497382/UP001497382_280406.gene2acc.gz
Archaeosporales	Eukaryota	UP000789831	144530	Ambispora gerdemannii	84.7	Unknown	13681	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000789831/UP000789831_144530.gene2acc.gz
Architaenioglossa	Eukaryota	UP000245119	400727	Pomacea canaliculata (Golden apple snail)	73.5	Unknown	21377	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000245119/UP000245119_400727.gene2acc.gz
Arcoida	Eukaryota	UP001217089	220873	Tegillarca granosa (Malaysian cockle) (Anadara granosa)	61.8	Unknown	24806	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001217089/UP001217089_220873.gene2acc.gz
Arecales	Eukaryota	UP000504607	51953	Elaeis guineensis var. tenera (Oil palm)	98.3	Unknown	39172	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000504607/UP000504607_51953.gene2acc.gz
Artiodactyla	Eukaryota	UP001652663	9915	Bos indicus (Zebu)	99.5	Close to standard (high value)	46689	36	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001652663/UP001652663_9915.gene2acc.gz
Ascoideales	Eukaryota	UP001360560	43959	Saccharomycopsis crataegensis	96.9	Unknown	6397	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001360560/UP001360560_43959.gene2acc.gz
Asparagales	Eukaryota	UP000829196	94219	Dendrobium nobile (Orchid)	90.1	Unknown	28750	10	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000829196/UP000829196_94219.gene2acc.gz
