family	domain	upid	taxid	organism	busco_C	cpd	protein_count	n_candidates	gene2acc_url
Dissulfuribacteraceae	Bacteria	UP000469346	1765737	Dissulfurirhabdus thermomarina	94.6	Unknown	2522	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000469346/UP000469346_1765737.gene2acc.gz
Dissulfurispiraceae	Bacteria	UP000516360	2715679	Dissulfurispira thermophila	98.4	Unknown	2379	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000516360/UP000516360_2715679.gene2acc.gz
Dongiaceae	Bacteria	UP000326202	2602015	Hypericibacter terrae	99.0	Unknown	5334	7	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000326202/UP000326202_2602015.gene2acc.gz
Dysgonomonadaceae	Bacteria	UP000247973	1605892	Indolivaga alginatilytica	99.6	Unknown	4322	13	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000247973/UP000247973_1605892.gene2acc.gz
Echinimonadaceae	Bacteria	UP001165393	1215918	Echinimonas agarilytica	98.7	Unknown	3504	4	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP001165393/UP001165393_1215918.gene2acc.gz
Ectothiorhodospiraceae	Bacteria	UP000199256	1396821	Ectothiorhodospira marina	100.0	Unknown	2967	39	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000199256/UP000199256_1396821.gene2acc.gz
Eggerthellaceae	Bacteria	UP000622448	2763043	Eggerthella hominis	99.8	Unknown	3345	36	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000622448/UP000622448_2763043.gene2acc.gz
Egibacteraceae	Bacteria	UP000291469	1670831	Egibacter rhizosphaerae	82.0	Unknown	4050	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000291469/UP000291469_1670831.gene2acc.gz
Egicoccaceae	Bacteria	UP000650511	1670830	Egicoccus halophilus	84.3	Unknown	3621	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000650511/UP000650511_1670830.gene2acc.gz
Elioraeaceae	Bacteria	UP000694001	2843330	Elioraea tepida	98.6	Unknown	3072	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000694001/UP000694001_2843330.gene2acc.gz
Elusimicrobiaceae	Bacteria	UP000001029	445932	Elusimicrobium minutum (strain Pei191)	85.5	Unknown	1528	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000001029/UP000001029_445932.gene2acc.gz
Emcibacteraceae	Bacteria	UP000229730	2043170	Paremcibacter congregatus	99.5	Unknown	3533	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000229730/UP000229730_2043170.gene2acc.gz
Endomicrobiaceae	Bacteria	UP000035337	1408281	Endomicrobium proavitum	90.3	Unknown	1336	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000035337/UP000035337_1408281.gene2acc.gz
Endozoicomonadaceae	Bacteria	UP000196573	1960125	Parendozoicomonas haliclonae	99.7	Unknown	4695	10	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000196573/UP000196573_1960125.gene2acc.gz
Enterobacteriaceae	Bacteria	UP000673434	571	Klebsiella oxytoca	100.0	Unknown	6625	211	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000673434/UP000673434_571.gene2acc.gz
Enterococcaceae	Bacteria	UP000664632	2815326	Candidatus Enterococcus ikei	100.0	Close to standard (high value)	3232	109	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000664632/UP000664632_2815326.gene2acc.gz
Entomoplasmataceae	Bacteria	UP000232223	219745	Mesoplasma tabanidae	99.7	Unknown	721	11	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000232223/UP000232223_219745.gene2acc.gz
Erwiniaceae	Bacteria	UP000239181	1465635	Pantoea coffeiphila	100.0	Unknown	5282	101	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000239181/UP000239181_1465635.gene2acc.gz
Erysipelotrichaceae	Bacteria	UP000268059	2487118	Intestinibaculum porci	95.9	Unknown	2890	44	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000268059/UP000268059_2487118.gene2acc.gz
Erythrobacteraceae	Bacteria	UP000284322	2306996	Tsuneonella suprasediminis	99.9	Unknown	2997	109	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000284322/UP000284322_2306996.gene2acc.gz
Eubacteriaceae	Bacteria	UP000005753	633697	Eubacterium cellulosolvens (strain ATCC 43171 / JCM 9499 / 6) (Cillobacterium cellulosolvens)	100.0	Unknown	2716	36	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000005753/UP000005753_633697.gene2acc.gz
Euzebyaceae	Bacteria	UP000264006	1608957	Euzebya pacifica	87.1	Unknown	5625	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000264006/UP000264006_1608957.gene2acc.gz
Fastidiosibacteraceae	Bacteria	UP000636949	2056700	Cysteiniphilum litorale	98.0	Unknown	2897	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000636949/UP000636949_2056700.gene2acc.gz
Feifaniaceae	Bacteria	UP000620366	2763660	Feifania hominis	97.7	Unknown	2236	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000620366/UP000620366_2763660.gene2acc.gz
Ferrimonadaceae	Bacteria	UP000006683	550540	Ferrimonas balearica (strain DSM 9799 / CCM 4581 / KCTC 23876 / PAT)	99.3	Unknown	3781	10	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000006683/UP000006683_550540.gene2acc.gz
Ferrovaceae	Bacteria	UP000075653	416213	Ferrovum myxofaciens	94.0	Unknown	2451	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000075653/UP000075653_416213.gene2acc.gz
Fervidibacteraceae	Bacteria	UP001204798	1448929	Fervidibacter sacchari	88.7	Unknown	3719	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP001204798/UP001204798_1448929.gene2acc.gz
Fervidobacteriaceae	Bacteria	UP000002415	381764	Fervidobacterium nodosum (strain ATCC 35602 / DSM 5306 / Rt17-B1)	99.7	Unknown	1725	13	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000002415/UP000002415_381764.gene2acc.gz
Fibrobacteraceae	Bacteria	UP000001497	59374	Fibrobacter succinogenes (strain ATCC 19169 / S85)	87.9	Unknown	3084	4	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000001497/UP000001497_59374.gene2acc.gz
Fictibacillaceae	Bacteria	UP001172721	3058422	Fictibacillus fluitans	100.0	Unknown	4909	17	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP001172721/UP001172721_3058422.gene2acc.gz
Fidelibacteraceae	Bacteria	UP001667246	3377529	Fidelibacter multiformis	90.3	Unknown	2262	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP001667246/UP001667246_3377529.gene2acc.gz
Filifactoraceae	Bacteria	UP001314903	1482736	Acetoanaerobium pronyense	99.2	Unknown	2868	7	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP001314903/UP001314903_1482736.gene2acc.gz
Fimbriimonadaceae	Bacteria	UP000027982	661478	Fimbriimonas ginsengisoli Gsoil 348	86.3	Unknown	4817	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000027982/UP000027982_661478.gene2acc.gz
Flammeovirgaceae	Bacteria	UP001403385	413964	Rapidithrix thailandica	99.0	Unknown	5744	12	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP001403385/UP001403385_413964.gene2acc.gz
Flavobacteriaceae	Bacteria	UP000184406	237373	Arenibacter palladensis	100.0	Unknown	4570	806	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000184406/UP000184406_237373.gene2acc.gz
Flectobacillaceae	Bacteria	UP001304671	217141	Arcicella aquatica	99.9	Unknown	4938	24	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP001304671/UP001304671_217141.gene2acc.gz
Flexibacteraceae	Bacteria	UP000199514	927664	Flexibacter flexilis DSM 6793	98.0	Unknown	3664	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000199514/UP000199514_927664.gene2acc.gz
Flexistipitaceae	Bacteria	UP000006621	717231	Flexistipes sinusarabici (strain ATCC 49648 / DSM 4947 / MAS 10)	94.4	Unknown	2185	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000006621/UP000006621_717231.gene2acc.gz
Fluviibacteraceae	Bacteria	UP000463961	1751046	Fluviibacter phosphoraccumulans	96.5	Unknown	2343	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000463961/UP000463961_1751046.gene2acc.gz
Francisellaceae	Bacteria	UP000184222	573570	Francisella uliginis	100.0	Unknown	1962	22	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000184222/UP000184222_573570.gene2acc.gz
Frankiaceae	Bacteria	UP000002484	298654	Pseudofrankia inefficax (strain DSM 45817 / CECT 9037 / DDB 130130 / EuI1c) (Frankia inefficax)	98.3	Unknown	7079	15	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000002484/UP000002484_298654.gene2acc.gz
Fulvivirgaceae	Bacteria	UP000614216	2494733	Fulvivirga marina	99.5	Unknown	5364	12	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000614216/UP000614216_2494733.gene2acc.gz
Fusibacteraceae	Bacteria	UP000614200	2785058	Fusibacter ferrireducens	98.9	Unknown	4631	4	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000614200/UP000614200_2785058.gene2acc.gz
Fusobacteriaceae	Bacteria	UP000241238	469618	Fusobacterium varium ATCC 27725	100.0	Unknown	2966	28	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000241238/UP000241238_469618.gene2acc.gz
Futianiaceae	Bacteria	UP001055804	2959716	Futiania mangrovi	100.0	Unknown	3176	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP001055804/UP001055804_2959716.gene2acc.gz
Gaiellaceae	Bacteria	UP000254134	1002870	Gaiella occulta	68.0	Unknown	3119	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000254134/UP000254134_1002870.gene2acc.gz
Gallaecimonadaceae	Bacteria	UP000268033	584787	Gallaecimonas pentaromativorans	90.5	Unknown	3870	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000268033/UP000268033_584787.gene2acc.gz
Gallionellaceae	Bacteria	UP000001625	580332	Sideroxydans lithotrophicus (strain ES-1)	98.9	Unknown	2977	7	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000001625/UP000001625_580332.gene2acc.gz
Gaopeijiaceae	Bacteria	UP001484239	3119007	Gaopeijia maritima	94.4	Unknown	3561	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP001484239/UP001484239_3119007.gene2acc.gz
Geitlerinemataceae	Bacteria	UP001230986	2922238	Geitlerinema calcuttense NRMC-F 0142	32.2	Unknown	2056	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP001230986/UP001230986_2922238.gene2acc.gz
Gemellaceae	Bacteria	UP000501205	1379	Gemella haemolysans	76.0	Unknown	1803	7	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000501205/UP000501205_1379.gene2acc.gz
Geminicoccaceae	Bacteria	UP000005258	1110502	Tistrella mobilis (strain KA081020-065)	99.1	Unknown	5778	6	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000005258/UP000005258_1110502.gene2acc.gz
Geminocystaceae	Bacteria	UP000010480	755178	Cyanobacterium aponinum (strain PCC 10605)	99.3	Unknown	3415	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000010480/UP000010480_755178.gene2acc.gz
Gemmataceae	Bacteria	UP000464178	1210884	Gemmata massiliana	98.1	Unknown	8529	11	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000464178/UP000464178_1210884.gene2acc.gz
Gemmatimonadaceae	Bacteria	UP000019151	861299	Gemmatirosa kalamazoonensis	94.4	Unknown	6261	6	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000019151/UP000019151_861299.gene2acc.gz
Geoalkalibacteraceae	Bacteria	UP001060414	2847045	Geoalkalibacter halelectricus	97.8	Unknown	3766	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP001060414/UP001060414_2847045.gene2acc.gz
Geobacteraceae	Bacteria	UP000636888	2798584	Geomesophilobacter sediminis	100.0	Unknown	4967	34	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000636888/UP000636888_2798584.gene2acc.gz
Geochordaceae	Bacteria	UP001332192	3109565	Carboxydichorda subterranea	76.1	Unknown	2979	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP001332192/UP001332192_3109565.gene2acc.gz
Geodermatophilaceae	Bacteria	UP000648663	477641	Modestobacter marinus	99.7	Unknown	4834	48	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000648663/UP000648663_477641.gene2acc.gz
Geopsychrobacteraceae	Bacteria	UP000184171	1122189	Malonomonas rubra DSM 5091	97.2	Unknown	3654	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000184171/UP000184171_1122189.gene2acc.gz
Geothermobacteraceae	Bacteria	UP000193136	1969733	Geothermobacter hydrogeniphilus	96.3	Unknown	3263	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000193136/UP000193136_1969733.gene2acc.gz
Geovibrionaceae	Bacteria	UP000287502	139438	Geovibrio thiophilus	97.6	Unknown	2687	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000287502/UP000287502_139438.gene2acc.gz
Gloeobacteraceae	Bacteria	UP001054846	2781736	Gloeobacter morelensis MG652769	92.5	Unknown	4505	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP001054846/UP001054846_2781736.gene2acc.gz
Gloeomargaritaceae	Bacteria	UP000180235	1188229	Gloeomargarita lithophora Alchichica-D10	93.5	Unknown	3022	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000180235/UP000180235_1188229.gene2acc.gz
Glycomycetaceae	Bacteria	UP000000844	446470	Stackebrandtia nassauensis (strain DSM 44728 / CIP 108903 / NRRL B-16338 / NBRC 102104 / LLR-40K-21)	98.6	Unknown	6379	22	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000000844/UP000000844_446470.gene2acc.gz
Gomontiellaceae	Bacteria	UP000010472	1173022	Crinalium epipsammum PCC 9333	99.4	Unknown	4697	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000010472/UP000010472_1173022.gene2acc.gz
Gordoniaceae	Bacteria	UP001265083	158898	Gordonia westfalica	99.9	Unknown	4913	51	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP001265083/UP001265083_158898.gene2acc.gz
Gottschalkiaceae	Bacteria	UP000037267	1503	Gottschalkia purinilytica (Clostridium purinilyticum)	96.1	Unknown	3284	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000037267/UP000037267_1503.gene2acc.gz
Govanellaceae	Bacteria	UP001141619	2975056	Govanella unica	99.3	Unknown	2801	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP001141619/UP001141619_2975056.gene2acc.gz
Granulosicoccaceae	Bacteria	UP000250079	1192854	Granulosicoccus antarcticus IMCC3135	93.7	Unknown	6680	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000250079/UP000250079_1192854.gene2acc.gz
Guptibacillaceae	Bacteria	UP000308230	2574798	Exobacillus caeni	99.8	Unknown	4545	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000308230/UP000308230_2574798.gene2acc.gz
Hafniaceae	Bacteria	UP000218796	546367	Hafnia paralvei	100.0	Unknown	4446	11	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000218796/UP000218796_546367.gene2acc.gz
Hahellaceae	Bacteria	UP000000238	349521	Hahella chejuensis (strain KCTC 2396)	99.4	Unknown	6751	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000000238/UP000000238_349521.gene2acc.gz
Halanaerobiaceae	Bacteria	UP000665020	2682810	Iocasia frigidifontis	95.1	Unknown	3612	8	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000665020/UP000665020_2682810.gene2acc.gz
Halarsenatibacteraceae	Bacteria	UP000621436	2778430	Halonatronomonas betaini	94.3	Unknown	2773	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000621436/UP000621436_2778430.gene2acc.gz
Halieaceae	Bacteria	UP000323708	2606449	Pseudohalioglobus sediminis	99.6	Unknown	3902	25	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000323708/UP000323708_2606449.gene2acc.gz
Haliovirgaceae	Bacteria	UP001321582	2996794	Haliovirga abyssi	85.1	Unknown	2278	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP001321582/UP001321582_2996794.gene2acc.gz
